1	1	1	0.010472	0	0	1
3	1	1	0.010472	0	0	1
5	1	1	0.010472	0	0	1
7	1	1	0.010472	0	0	1
9	1	1	0.010472	0	0	1
11	1	1	0.010472	0	0	1
13	1	1	0.010472	0	0	1
15	1	1	0.010472	0	0	1
17	1	1	0.010472	0	0	1
19	1	1	0.010472	0	0	1
21	1	1	0.010472	0	0	1
23	1	1	0.010472	0	0	1
25	1	1	0.010472	0	0	1
27	1	1	0.010472	0	0	1
29	1	1	0.010472	0	0	1
31	1	1	0.010472	0	0	1
33	1	1	0.010472	0	0	1
35	1	1	0.010472	0	0	1
37	1	1	0.010472	0	0	1
39	1	1	0.010472	0	0	1
41	1	1	0.010472	0	0	1
43	1	1	0.010472	0	0	1
45	1	1	0.010472	0	0	1
47	1	1	0.010472	0	0	1
49	1	1	0.010472	0	0	1
51	1	1	0.010472	0	0	1
53	1	1	0.010472	0	0	1
55	1	1	0.010472	0	0	1
57	1	1	0.010472	0	0	1
59	1	1	0.010472	0	0	1
61	1	1	0.010472	0	0	1
63	1	1	0.010472	0	0	1
65	1	1	0.010472	0	0	1
67	1	1	0.010472	0	0	1
69	1	1	0.010472	0	0	1
71	1	1	0.010472	0	0	1
73	1	1	0.010472	0	0	1
75	1	1	0.010472	0	0	1
77	1	1	0.010472	0	0	1
79	1	1	0.010472	0	0	1
81	1	1	0.010472	0	0	1
83	1	1	0.010472	0	0	1
85	1	1	0.010472	0	0	1
87	1	1	0.010472	0	0	1
89	1	1	0.010472	0	0	1
91	1	1	0.010472	0	0	1
93	1	1	0.010472	0	0	1
95	1	1	0.010472	0	0	1
97	1	1	0.010472	0	0	1
99	1	1	0.010472	0	0	1
101	1	1	0.010472	0	0	1
103	1	1	0.010472	0	0	1
105	1	1	0.010472	0	0	1
107	1	1	0.010472	0	0	1
109	1	1	0.010472	0	0	1
111	1	1	0.010472	0	0	1
113	1	1	0.010472	0	0	1
115	1	1	0.010472	0	0	1
117	1	1	0.010472	0	0	1
119	1	1	0.010472	0	0	1
121	1	1	0.010472	0	0	1
123	1	1	0.010472	0	0	1
125	1	1	0.010472	0	0	1
127	1	1	0.010472	0	0	1
129	1	1	0.010472	0	0	1
131	1	1	0.010472	0	0	1
133	1	1	0.010472	0	0	1
135	1	1	0.010472	0	0	1
137	1	1	0.010472	0	0	1
139	1	1	0.010472	0	0	1
141	1	1	0.010472	0	0	1
143	1	1	0.010472	0	0	1
145	1	1	0.010472	0	0	1
147	1	1	0.010472	0	0	1
149	1	1	0.010472	0	0	1
151	1	1	0.010472	0	0	1
153	1	1	0.010472	0	0	1
155	1	1	0.010472	0	0	1
157	1	1	0.010472	0	0	1
159	1	1	0.010472	0	0	1
161	1	1	0.010472	0	0	1
163	1	1	0.010472	0	0	1
165	1	1	0.010472	0	0	1
167	1	1	0.010472	0	0	1
169	1	1	0.010472	0	0	1
171	1	1	0.010472	0	0	1
173	1	1	0.010472	0	0	1
175	1	1	0.010472	0	0	1
177	1	1	0.010472	0	0	1
179	1	1	0.010472	0	0	1
181	1	1	0.010472	0	0	1
183	1	1	0.010472	0	0	1
185	1	1	0.010472	0	0	1
187	1	1	0.010472	0	0	1
189	1	1	0.010472	0	0	1
191	1	1	0.010472	0	0	1
193	1	1	0.010472	0	0	1
195	1	1	0.010472	0	0	1
197	1	1	0.010472	0	0	1
